Address,City,Price,Lot size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden
Franklin Rooseveltlaan 5 BIS,Breda,400000,110.0,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin
Bilderdijklaan 59,Uithoorn,395000,91.0,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin
Vijverzoom 21,Koog aan de Zaan,895000,152.0,1978,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers,2 woonlagen,C,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Oranjestraat 73,Haarlem,749000,120.0,1890,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin
Stuifduin 68,Oosterhout (NB),399000,112.0,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin
Robert Kochlaan 396,Haarlem,350000,100.0,1967,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",
Koninginneweg 7,Lisse,275000,57.0,1974,Bestaande bouw,,Plat dak,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,1 woonlaag,G,In centrum,
Hakschaer 21,Putten,595000,116.0,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer,"2 woonlagen, een zolder en een kelder",C,Aan rustige weg,"Achtertuin, tuin rondom, voortuin en zijtuin"
Fred. Roeskestraat 88 B8,Amsterdam,825000,91.0,2017,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,Aan rustige weg en in woonwijk,
Strobolse Heidesteeg 2,Sint-Oedenrode,895000,135.0,1965,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan bosrand, aan rustige weg, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom
Mariëndaal 52,Enschede,519000,118.0,1994,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Dorpsstraat 798,Assendelft,375000,84.0,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een vliering,F,Aan rustige weg,Achtertuin en voortuin
van der Valckertlaan 34,Heerhugowaard,325000,116.0,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, aan rustige weg en beschutte ligging",Achtertuin
Maasstraat 4 B,Rotterdam,395000,73.0,1954,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,1 woonlaag,D,Aan rustige weg en in woonwijk,
Geerdinksweg 76,Hengelo (OV),275000,86.0,1937,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin
Poelwijk 15,Maasdam,425000,145.0,1995,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Woudestein 19,Gouda,400000,127.0,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Prinses Irenelaan 110,Egmond aan den Hoef,425000,120.0,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in centrum en open ligging","Achtertuin, voortuin en zijtuin"
Lindelaan 36,Alblasserdam,405000,158.0,1956,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,In woonwijk,Achtertuin en voortuin
Snippedrift 13,Reeuwijk,559000,150.0,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin"
Zwanebloemstraat 23,Berkel en Rodenrijs,650000,127.0,1993,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin"
Het Aangelag 12,Bladel,950000,231.0,1990,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin
Sint Willibrordusstraat 9 2,Amsterdam,895000,128.0,1914,Bestaande bouw,,,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",
Zonnebloemstraat 108,Barneveld,335000,100.0,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Schollevaartse Dreef 65,Rotterdam,275000,71.0,1983,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer,1 woonlaag,A,In woonwijk,
Schutselaan 2,Coevorden,1175000,292.0,1977,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met riet,10 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg en vrij uitzicht",Tuin rondom
Vuistbijl 12,Borger,365000,116.0,1998,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zonneterras"
Gangboord 4,Oosterhout (NB),745000,170.0,1991,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In bosrijke omgeving en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin"
Klokbeker 33,Beverwijk,550000,157.0,2007,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Sparrendreef 11,Bergeijk,Prijs op aanvraag,264.0,2023,Bestaande bouw,"Villa, geschakelde woning",Samengesteld dak bedekt met kunststof,7 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,4 woonlagen,A+++,"Aan bosrand, aan rustige weg, beschutte ligging en in bosrijke omgeving","Achtertuin, voortuin en zijtuin"
Perkstraat 22,Zevenhuizen (ZH),389000,97.0,2003,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin
van Meermuedenstraat 7,Zutphen,285000,98.0,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin
Maria Johanna Philipseweg 25,Renkum,439000,122.0,1994,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin
John Blankensteinstraat 143 -B,Amsterdam,695000,110.0,2017,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en vrij uitzicht,Zonneterras
Acaciastraat 287,Den Haag,465000,110.0,1919,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,,
Geurt Ketslaan 5,Rozendaal,950000,200.0,2018,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan bosrand, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Houtrustweg 469,Den Haag,995000,131.0,2018,Bestaande bouw,,Samengesteld dak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,"Aan park, aan water, vrij uitzicht en zeezicht",
Bouwhuishorst 11,Enschede,335000,123.0,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
St Annabrinkstraat 15,Delden,365000,98.0,1950,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Arturo Toscaninistraat 14,Almere,479000,101.0,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Akkerweg 2 A,Etten-Leur,350000,91.0,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Tulpenstraat 17,Noord-Scharwoude,349500,126.0,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras"
Vierhuizenhekstraat 6,Hellendoorn,650000,138.0,1972,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Lessenaardak bedekt met pannen,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,D,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin
Frans Halsstraat 3 N,Twello,639000,118.0,2011,Bestaande bouw,,Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,In centrum en vrij uitzicht,
Honthorstlaan 324,Alkmaar,243500,65.0,1965,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,"Beschutte ligging, in woonwijk en vrij uitzicht",
Jonkerbos 73,Zoetermeer,259000,100.0,1972,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,F,In woonwijk en vrij uitzicht,
Bergstraat 58,Leerdam,300000,164.0,1920,Bestaande bouw,"Eengezinswoning, hoekwoning",Mansarde dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,2 woonlagen,C,In centrum,Zijtuin
Madioenstraat 31,Enschede,275000,100.0,1958,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Acacialaan 21,Bruinisse,245000,99.0,1967,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin
de Heareburch 8,Jirnsum,295000,115.0,1981,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin"
Vlijtseweg 13,Apeldoorn,569500,199.0,1920,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,F,,Achtertuin en voortuin
Graafsebaan 110 R,Rosmalen,399000,100.0,2002,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,Beschutte ligging en in woonwijk,
Bosbeshof 49,Ede,689500,115.0,2023,Bestaande bouw,,Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,11 woonlagen,A++,Aan bosrand en in bosrijke omgeving,Zonneterras
Oostburgwal 49,Arnhem,259000,66.0,1985,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",
Graafsebaan 110 A,Rosmalen,389000,96.0,2003,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,Beschutte ligging en in woonwijk,
Lyonhof 12,Eindhoven,399000,99.0,1977,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Burgemeester Van der Feltzlaan 43,Epe,1250000,306.0,1978,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met overig,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan bosrand, aan rustige weg en in bosrijke omgeving",Tuin rondom
van der Werffstraat 322,Vlaardingen,195000,60.0,1957,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,D,Aan rustige weg en in woonwijk,
Ganzendiep 27,Uithoorn,798000,181.0,1985,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan water, in woonwijk en vrij uitzicht",Tuin rondom
Papegaaiduikerplein 2,Den Haag,519000,132.0,2001,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,B,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",
Stinslaan 21,Leek,359000,133.0,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin
Vaaldriessenstraat 12,Uden,329000,113.0,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Korfoedreef 37,Utrecht,329000,81.0,1966,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,B,Aan rustige weg en in woonwijk,
Linnaeusstraat 17,Utrecht,337500,64.0,1931,Bestaande bouw,,Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,Aan rustige weg en in woonwijk,Achtertuin
Munt 86,Heerenveen,180000,70.0,1972,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,In woonwijk,
Middel 22,Westzaan,619500,135.0,1929,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,C,"Aan bosrand, aan park en in woonwijk","Achtertuin, voortuin en zijtuin"
Naarderweg 4,Zeewolde,795000,202.0,1990,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras"
Laan van Alkemade 48,Oegstgeest,1195000,166.0,1951,Bestaande bouw,"Villa, vrijstaande woning",Dwarskap bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 3 aparte toiletten,3 woonlagen en een kelder,B,"Aan rustige weg, open ligging en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin"
Sporkehout 27,Huizen,495000,125.0,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,,Achtertuin
Perzikkruid 44,Zevenbergen,415000,117.0,1995,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,"Achtertuin, voortuin, zijtuin en zonneterras"
Molenweg 17,Steenbergen (NB),250000,124.0,1908,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan drukke weg, in woonwijk en vrij uitzicht",Achtertuin
Soestdijkseweg Noord 421,Bilthoven,1490000,273.0,,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,E,"In bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin"
Johanna Naberlanden 54,Enschede,325000,87.0,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Brugstraat 21 a,Gennep,749500,142.0,2014,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,A,In bosrijke omgeving en in centrum,Zonneterras
Zestienhovensekade 121,Rotterdam,615000,200.0,1989,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,8 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Wilhelminakanaal Noord 192,Oosterhout (NB),230000,65.0,1963,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,In woonwijk en vrij uitzicht,
Jaap Zwarthoedstraat 12,Volendam,385000,116.0,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin"
De Houtwal 30,Heiloo,400000,95.0,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Goudsesingel 125,Rotterdam,389000,72.0,1953,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer,1 woonlaag,C,In centrum en vrij uitzicht,
van Struykstraat 28,Noordwijk (ZH),529000,129.0,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Bentincklaan 11,Leersum,595000,102.0,1936,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,"Aan rustige weg, in bosrijke omgeving, in centrum en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin"
Grotestraat 137,Borne,495000,195.0,1928,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,G,In centrum en in woonwijk,Achtertuin en zijtuin
Herenweg 322,Noordwijkerhout,1239000,186.0,2020,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A++,"Aan water, open ligging en vrij uitzicht",Tuin rondom
Madeliefberg 60,Roosendaal,349000,103.0,2001,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,B,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Zonneterras
Vitruviusstraat 39,Amersfoort,399000,98.0,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin
